Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
399,20,0.5009,95.17,1227,0.06989,1.00000,"SI PLD1 CLDN11 SLITRK3 SAMD7 SLC7A14 ACTRT3 GHSR NCEH1 TMEM212 NLGN1 SLC2A2 FNDC3B LRRC31 LRRC34 SERPINI2 KLF7 BCHE GPR160 SKIL"
400,5,0.5235,5.235,274.3,0.01808,0.996692,"PHF2 C9orf3 FRRS1L EGLN3 TMOD2"
401,6,1.000,15.00,59.09,0.1742,0.983685,"EMC3 EMC7 EMC2 EMC4 EMC1 EMC6"
402,4,0.5438,3.263,214.2,0.01447,0.992931,"IGSF10 PPAPDC3 ASTN2 NUDC"
403,28,0.5005,189.2,1596,0.1027,1.00000,"MPL B4GALT2 HECTD3 CCDC30 EXO5 ERMAP MFSD2A ZFP69 PTPRF RIMS3 COL9A2 PPT1 WDR65 SZT2 LEPRE1 ST3GAL3 ZFP69B HYI HPCAL4 ZNF606 MUTYH SLFNL1 ZNF684 ZNF691 BMP8B SCMH1 TMEM53 TIE1"
404,4,0.5643,3.386,208.9,0.01537,0.992931,"PARP8 SNCA RD3L PLEKHA5"
405,5,0.5138,5.138,247.9,0.01953,0.996692,"CCDC19 GALR1 OR51F2 RAB11FIP5 IGSF9"
406,5,0.5235,5.235,281.9,0.01762,0.996692,"TOMM40 PPM1N MEGF8 TRAPPC6A TMEM91"
407,8,0.5017,14.05,416.5,0.03146,0.999679,"NPY1R FAM160A1 TLR2 GLRB CASP3 MTNR1A FBXW7 TMEM154"
408,15,0.5105,53.60,712.9,0.06730,0.999999,"HRASLS CHRD SLC51A WDR53 TCTEX1D2 MUC4 XXYLT1 FAM131A MUC20 TNK2 IQCG NRROS DLG1 KIAA0226 PDCD6"
409,8,0.5485,15.36,508.4,0.02846,0.999679,"RRH CISD2 KLHL2 NDNF ADAD1 ETFDH ETNPPL MANBA"
410,5,0.5116,5.116,234.8,0.02047,0.996692,"CC2D2A ARAP2 GRK4 ZNF518B OR5R1"
411,6,0.5028,7.542,121.2,0.05359,0.998474,"PPP1R8 BCAS2 SF3A3 SNIP1 CCNL1 PSMB2"
412,26,0.5058,164.4,904.2,0.1467,1.00000,"SF3A2 EIF2S1 HNRNPK PHF5A PSMA1 PSMA2 PSMA4 PSMA6 SMU1 NHP2L1 SNRNP200 SNRPF ETF1 VCP XAB2 SNRPD1 PSMD14 PSMB3 PSMA3 SNRPG COPB2 PSMC3 SF3A1 PSMA5 POLR2E PSMC1"
413,5,0.5456,5.456,269.6,0.01914,0.996692,"CDK5 PAX4 NDFIP2 BTLA HOXA4"
414,18,0.5004,76.55,1053,0.06568,1.00000,"BCAS3 ACE CSHL1 EFCAB3 PLEKHM1 MRC2 CSH2 RNFT1 USP32 LIMD2 SLC16A6 TEX2 YPEL2 CYB561 FMNL1 C17orf82 KCNH6 OR4D2"
415,31,0.4899,227.8,1502,0.1271,1.00000,"IFNA17 IFNA6 C9orf72 MOB3B CD274 ACER2 CDKN2B IFNA1 IFNA10 IFNA14 IFNA16 IFNA2 IFNA21 IFNA8 IFNB1 IFNK IFNW1 INSL4 PTPLAD2 TTC39B IFNA5 LRRC19 TYRP1 IFNA7 IFNA4 IFNE CAAP1 KLHL9 RCL1 ELAVL2 LINGO2"
416,16,0.5024,60.29,1331,0.04236,0.999999,"MTFR1L NCMAP HTR6 PADI3 MYOM3 LUZP1 NIPAL3 WNT4 FAM76A C1QB NBL1 TMCO4 E2F2 TAS1R2 IL22RA1 ASAP3"
417,23,0.5017,126.9,1675,0.06870,1.00000,"FAAH MPL PODN B4GALT2 HECTD3 C1orf123 PPAP2B ERMAP ECHDC2 RAD54L DHCR24 SMAP2 GUCA2B LRRC42 LEPRE1 LURAP1 ST3GAL3 RAB3B BEST4 MUTYH TCTEX1D4 ZNF691 TMEM53"
418,7,0.5125,10.76,447.7,0.02278,0.999299,"NR0B2 HEY2 FABP7 SMO MAN1A1 SOGA3 METTL24"
419,7,0.5255,11.04,360.2,0.02864,0.999299,"SHOX2 SCHIP1 TRIM59 SPTSSB MFSD1 TRIM33 MLF1"
420,5,0.5226,5.226,256.2,0.01925,0.996692,"TP73 NPPA RSG1 PRAMEF12 ID3"
421,9,0.5158,18.57,255.9,0.06349,0.999853,"PPHLN1 FAM208A MORC2 SETDB1 BAP1 ATF7IP MPHOSPH8 FAM208B TRIM33"
422,23,0.5037,127.4,1616,0.07121,1.00000,"PARM1 SCARB2 C4orf26 SPP1 CXCL10 DMP1 PF4 ENOPH1 SPATA18 TMPRSS11B C4orf22 TMEM150C STAP1 AFP SLC39A8 HNRNPDL PDCL2 CCDC158 THAP9 FAM13A TMPRSS11D UGT2B4 CXCL11"
423,10,0.5112,23.01,385.8,0.05365,0.999933,"GOLGA8K GOLGA6L1 GOLGA8R HERC2 ARHGAP11B GOLGA6L6 WHAMM OR4N4 GOLGA8M CHRFAM7A"
424,11,0.5188,28.54,706.5,0.03769,0.999969,"NECAP2 AGMAT ARHGEF19 TMEM82 PRAMEF7 PRAMEF8 CASP9 DFFB FAM131C RSG1 LOC391003"
425,6,0.5766,8.649,327.2,0.02486,0.998474,"CFI RRH ARHGAP24 ESRRB CAMK2D CCDC109B"
426,18,0.5059,77.40,992.0,0.07001,1.00000,"PITPNM2 WDR66 RILPL2 CDK2AP1 ABCB9 BRI3BP C12orf65 CCDC62 HIP1R HPD MPHOSPH9 OASL P2RX7 TMEM120B ORAI1 ACADS RNF34 CABP1"
427,7,0.5053,10.61,298.5,0.03284,0.999299,"SLC36A1 TSSC4 OR10Z1 ODF3B MFGE8 ERVFRD-1 CHD2"
428,15,0.5075,53.28,892.2,0.05462,0.999999,"TLX2 MAB21L1 FNDC4 DHX57 ZNF512 C2orf16 IFT172 LBH ALK RBKS CCDC121 GCKR HS1BP3 PHOX2A SLC4A1AP"
429,14,0.4696,42.74,338.8,0.1043,0.999997,"DHX35 WDR83 LENG1 CWF19L1 CRIPT FRA10AC1 CWC27 GPATCH1 PRKRIP1 CDC40 DGCR14 CFAP20 CLASRP CCDC130"
430,4,0.5969,3.581,82.44,0.03809,0.992931,"SLC30A1 CDS2 CHMP4B MTF1"
431,41,0.5014,411.2,2665,0.1302,1.00000,"PLD2 TMEM256 GGT6 SAT2 OVCA2 TMEM95 AIPL1 PITPNM3 C17orf107 INCA1 KCTD11 CAMTA2 CHRNE OR1A2 ZNF232 ZNF594 ENO3 ALOX15 ACADVL ALOXE3 DNAH2 HES7 MFSD6L MINK1 SHBG SLC2A4 SPEM1 TNFSF12 ZZEF1 OR3A1 P2RX1 SPNS3 GP1BA TEKT1 ZFP3 OR1G1 HIC1 SLC13A5 SMTNL2 OR1A1 ITGAE"
432,5,0.5497,5.497,212.9,0.02407,0.996692,"LRIG1 AMT MAGI1 FCGR2A NR1I3"
433,5,0.5211,5.211,338.2,0.01474,0.996692,"TNP2 TNFRSF13C SLC35C1 C10orf62 DIDO1"
434,4,0.6316,3.789,160.9,0.02194,0.992931,"OR56B4 UGT1A3 EYA1 SPG11"
435,5,0.5052,5.052,309.5,0.01557,0.996692,"A1CF H2AFY2 TLX1NB ZSWIM8 CSNK2A1"
436,4,0.5951,3.571,222.4,0.01526,0.992931,"APOBEC3H CACNA2D3 PISD EFCAB14"
437,14,0.5005,45.54,911.8,0.04622,0.999997,"ARHGAP18 C6orf203 TRAPPC3L VNN1 TCF21 VNN2 TAAR6 ENPP3 SLC22A16 SMLR1 MOXD1 RSPO3 TAAR8 IL22RA2"
438,21,0.5029,105.6,1430,0.06693,1.00000,"GALNT16 MLH3 TMEM229B SMOC1 ALDH6A1 ARG2 FBXO34 SGPP1 SLC8A3 SPTB SYNE2 CHURC1 RHOJ ZBTB25 PLEKHD1 VRTN KCNH5 ESR2 RGS6 DCAF5 ZBTB1"
439,4,0.5521,3.313,192.5,0.01625,0.992931,"IDH2 ADTRP DCAF13 PSMB2"
440,6,0.5089,7.633,326.7,0.02204,0.998474,"ATP6V1G2 TRIM26 B3GALT4 OR2H1 HIST1H2AM OR14J1"
441,5,0.5539,5.539,276.9,0.01894,0.996692,"KIAA0232 BTBD1 FAM228A WFS1 PLA2G2D"
442,6,0.5583,8.374,281.2,0.02776,0.998474,"HIST1H1T ZKSCAN4 TRIM39 ZBED9 OR51A7 STMND1"
443,17,0.5017,68.23,900.8,0.06803,1.00000,"MSLN TMEM8A WFIKKN1 BAIAP3 RHBDL1 HAGHL C1QTNF8 CAPN15 PIGQ RGS11 LUC7L NME4 METRN HBA1 HBQ1 RAB40C HBM"
444,19,0.5017,85.80,1043,0.07355,1.00000,"SLC45A3 FAIM3 HSD11B1 TATDN3 TMEM206 SLC26A9 MFSD4 KCNH1 SYT14 TMEM81 C4BPB CDK18 NFASC RNPEP YOD1 IKBKE TRAF3IP3 ATP2B4 LAMB3"
445,5,0.5275,5.275,264.4,0.01886,0.996692,"TAS2R19 HGD BBS4 UNC13C JMJD1C"
446,6,0.5140,7.710,302.5,0.02393,0.998474,"GPR180 PIBF1 CAMSAP2 UBAP1L LRCH3 CHAMP1"
447,7,0.6176,12.97,140.0,0.07766,0.996355,"EIF3B PPP2CA PSMB1 PSMG4 PSMG3 PSMG1 PSMG2"
448,8,0.5101,14.28,209.6,0.05955,0.999679,"DNTTIP1 GADD45B MAP3K4 ELMSAN1 MLST8 PPM1A MAP2K3 MAPK14"
449,5,0.5341,5.341,241.9,0.02076,0.996692,"PTPRR FBXO21 SRD5A1 ODF2 OR1J2"
450,8,0.5146,14.41,192.6,0.06462,0.999679,"CCNT1 BRD4 LARP7 HEXIM1 MEPCE LSM8 TMCO6 ZNF511"
451,11,0.5798,31.89,308.1,0.08811,0.999969,"CXADR GOLGA6L1 HERC2 OR4N5 OR4M2 GOLGA6L6 OR4N4 ZNF519 OR4Q3 OR4N2 RNF145"
452,9,0.5001,18.00,526.0,0.03203,0.999853,"OR2A4 PTPRK TAAR6 LAMA2 TAAR2 TPD52L1 NKAIN2 GJA1 SLC18B1"
453,4,0.5996,3.597,148.1,0.02252,0.992931,"FEZF1 THAP2 OR5H15 AKR1B1"
454,7,0.5328,11.19,416.7,0.02532,0.999299,"GRIP1 CHN2 METTL25 SLC5A8 MDM1 GLIPR1L1 SLC6A15"
455,5,0.5003,5.003,253.2,0.01865,0.996692,"SLC35F1 TTLL11 PRCP VGLL2 WT1"
456,10,0.5257,23.65,203.5,0.09572,0.999933,"PFDN5 MSTO1 TUBB TUBA1C PDCD5 PFDN1 TUBA1B TCP1 PFDN4 TBCA"
457,4,0.5529,3.317,210.3,0.01497,0.992931,"DOK4 CNEP1R1 MYH14 H3F3A"
458,4,0.6240,3.744,105.6,0.03190,0.992931,"SYF2 CEP85 FNTB GNL2"
459,12,0.5161,34.06,668.3,0.04689,0.999986,"PCDHGB1 PCDHA5 PCDHA13 PCDHA7 PCDHA9 PCDHB16 PCDHA6 PCDHA3 PCDHB8 PCDHA4 PCDHB7 PCDHB1"
460,7,0.5177,10.87,360.3,0.02823,0.999299,"OR6C4 TMEM19 OR9K2 NEUROD4 LTA4H NTS GLIPR1L2"
461,4,0.5251,3.150,183.8,0.01616,0.992931,"PCYOX1 DRD4 C11orf68 CENPU"
462,5,0.5381,5.381,257.5,0.01972,0.996692,"SIGLEC6 GSTO1 OMD C15orf48 ZNF367"
463,4,0.5432,3.259,181.7,0.01689,0.992931,"SCAF11 PRR34 HES1 TXNL4A"
464,5,0.5693,5.693,248.7,0.02153,0.996692,"HMGN4 RSRC1 SPAST KLHDC10 ELOVL7"
465,17,0.5088,69.19,887.0,0.06988,1.00000,"SPAG6 CELF2 ANKRD16 C10orf126 IL15RA SFMBT2 AKR1C3 CALML3 AKR1E2 PHYH DHTKD1 NET1 AKR1C4 KLF6 GAD2 AKR1C1 SEC61A2"
466,48,0.5015,565.7,2683,0.1692,1.00000,"LAMA3 KATNAL2 KIAA1328 SLC14A2 PSTPIP2 DSG3 CABYR TCF4 DSC1 DSG1 SLC25A52 MYO5B AQP4 RIT2 MRO C18orf8 TTC39C TAF4B ABHD3 ANKRD29 B4GALT6 CABLES1 CELF4 CHST9 CTIF DSG4 DTNA GALNT1 HRH4 KLHL14 MAPK4 MAPRE2 MEP1B MOCOS RAB27B SYT4 TCEB3CL TPGS2 ZBTB7C ZNF396 ZNF521 DYM RNF165 ST8SIA5 ELAC1 LIPG GAREM LOXHD1"
467,6,0.5194,7.791,165.0,0.04215,0.998474,"POLR2B HEATR2 ZFP36L1 WDR92 POLR2M RPAP3"
468,16,0.4750,57.00,749.4,0.06799,0.999999,"CADM2 EIF4E3 ZNF654 FOXP1 TMF1 HTR1F LMOD3 GXYLT2 CGGBP1 VGLL3 EOGT FRG2C POU1F1 FAM19A4 CNTN3 EPHA3"
469,4,0.5235,3.141,196.3,0.01515,0.992931,"HBG1 BIRC7 MAMDC2 FBXO42"
470,14,0.5119,46.58,334.6,0.1139,0.999997,"ARHGAP29 PARD6B TP53BP2 CDH2 CTNNA1 MLLT4 PARD3 CDC42 CDH1 HNF1B CTNND1 PRKCI TJP1 F11R"
471,5,0.5186,5.186,214.0,0.02263,0.996692,"F10 PRAM1 KLHL17 DCUN1D2 RASA3"
472,4,0.6398,3.839,213.9,0.01701,0.992931,"OPCML EPHA7 SUMO3 LRRC3B"
473,39,0.5035,373.1,2502,0.1263,1.00000,"ANO6 LMBR1L ARF3 LRRK2 SLC38A4 CCDC184 ASIC1 ENDOU PUS7L VDR ATF1 NR4A1 PRPF40B SLC4A8 KCNH3 TMEM106C HDAC7 ZNF641 GRASP KRT86 CSRNP2 ANP32D FMNL3 GPD1 POU6F1 AQP2 CCDC65 C12orf54 LALBA PRKAG1 ADCY6 ASB8 OR8S1 AQP6 OR10AD1 HIGD1C PCED1B LIMA1 LARP4"
474,14,0.5192,47.25,558.7,0.07453,0.999997,"SLC6A12 B4GALNT3 CACNA2D4 ERC1 CCDC77 IQSEC3 WNT5B TULP3 NINJ2 NRIP2 DCP1B TSPAN9 ITFG2 TEAD4"
475,9,0.5193,18.69,609.9,0.02891,0.999853,"IQCC CAPN14 MATN1 PRAM1 HIVEP3 AGO4 TMEM125 KCNQ4 SLFNL1"
476,20,0.5041,95.77,1132,0.07555,1.00000,"COL12A1 GABRR1 MYO6 BACH2 BAI3 DPPA5 PRSS35 FAM135A GJA10 KHDC1L LGSN SLC17A5 COX7A2 NKAIN2 KHDC3L HTR1E COL19A1 SPACA1 DDX43 C6orf165"
477,4,1.000,6.000,61.25,0.07973,0.993495,"CENPO CENPP CENPQ CENPU"
478,5,0.5503,5.503,262.2,0.01982,0.996692,"ANKRD13D EPS8L1 MIA3 FAM131B SLC30A6"
479,4,0.5062,3.037,103.3,0.02656,0.992931,"RALA PPIA UBR5 DMTF1"
480,7,0.5058,10.62,399.3,0.02506,0.999299,"CPNE9 SUMF1 DNAH12 CAV3 IL5RA SLC6A11 CRBN"
481,4,0.5013,3.008,170.3,0.01659,0.992931,"LECT1 PDPN TEX29 RSF1"
482,21,0.5012,105.2,1317,0.07187,1.00000,"GALNT16 JKAMP TMEM229B CGRRF1 FBXO34 PPP2R5E SPTB SYNE2 CHURC1 RHOJ RTN1 ZBTB25 PLEKHD1 VRTN KCNH5 ESR2 PRKCH ADAM20 DNAAF2 ADAM21 ZBTB1"
483,8,0.5006,14.02,384.8,0.03379,0.999679,"ACTL7B KIF12 TNFSF8 PAPPA PTGR1 ACTL7A TRIM32 OR13C8"
484,5,0.5169,5.169,220.8,0.02191,0.996692,"TLX1NB TIGD2 KLHL35 ACTR3C CADPS2"
485,4,1.000,6.000,54.24,0.08792,0.995529,"CNOT1 CNOT10 GGNBP2 CNOT11"
486,4,0.5380,3.228,189.7,0.01606,0.992931,"ZNF90 KPNA5 MYT1L GPR115"
487,5,0.5019,5.019,253.6,0.01868,0.996692,"ERLEC1 ELMOD2 ANKRD53 REG3A TMEM17"
488,7,0.5430,11.40,150.9,0.06469,0.999299,"FAM13B MAPKAPK5 IDH3A SLC25A3 SLC4A7 AHCYL1 MAPK6"
489,8,0.5146,14.41,455.4,0.02966,0.999679,"C12orf60 ERP27 CLEC4D ART4 KLRG1 HIST4H4 ATF7IP H2AFJ"
490,5,0.5342,5.342,274.8,0.01841,0.996692,"DEFB127 IFNG SCAI FAM81B APPL2"
491,5,0.6291,6.291,98.81,0.05466,0.996692,"USP38 ADRM1 PSMD13 PSMD4 IPO9"
492,5,0.5324,5.324,271.5,0.01856,0.996692,"CYR61 PTDSS2 C1orf185 ODF2L DNASE2B"
493,29,0.5002,203.1,2074,0.08696,1.00000,"COX6B2 DNAAF3 ISOC2 SHISA7 LENG9 LILRA4 FCAR KIR2DL3 LAIR2 NLRP12 ZNF524 LILRA2 NLRP4 GPR32 LILRB2 LAIR1 IL11 NLRP9 PTPRH NLRP11 KIR2DL4 VSTM1 LILRB5 LILRB4 BRSK1 ZNF787 ZSCAN5B KIR2DL1 TMC4"
494,5,0.5013,5.013,257.5,0.01840,0.996692,"TWIST2 COMMD5 ZNF581 C2orf82 TSPAN4"
495,9,0.5025,18.09,227.4,0.06866,0.999853,"IRF2 TM2D1 MARCH5 MMD ATP13A1 AUP1 TM2D3 TM2D2 STUB1"
496,57,0.5001,798.2,3802,0.1693,1.00000,"LYPLA1 OPRK1 XKR9 CA8 CLVS1 CYP7A1 GGH HEY1 NPBWR1 SNX16 TOX ZFHX4 ADHFE1 CPA6 TRPA1 LY96 IMPA1 ZBTB10 CNGB3 SNTG1 PDE7A RAD54B CEBPD TRAM1 TRIM55 MOS LACTB2 TTPA PRDM14 DNAJC5B GDAP1 SLCO5A1 KCNB2 C8orf22 LYN MCMDC2 NKAIN3 PKIA STMN2 C8orf44 C8orf46 CHCHD7 CHMP4C CRH CSPP1 ESRP1 MTFR1 NSMAF PAG1 PXDNL RALYL RP1 SGK3 SULF1 UBE2V2 PI15 UBE2W"
497,5,0.5439,5.439,215.5,0.02355,0.996692,"WHSC1 TMEM155 MGST2 NEDD4 CCDC121"
498,7,0.5090,10.69,371.4,0.02699,0.999299,"SH2B3 UBE3B TMEM116 MYL2 TMEM233 SELPLG PPP1CC"
499,6,0.5016,7.524,277.0,0.02537,0.998474,"DYNLL2 MAP1LC3C OPN3 MARC1 CYLC2 TTC13"
500,11,0.5025,27.63,575.5,0.04421,0.999969,"APOA1 ABCG4 APOC3 CLDN25 DSCAML1 FDXACB1 TMPRSS13 RAB38 C11orf87 APOA4 APOA5"
501,6,0.5155,7.733,353.8,0.02070,0.998474,"ABHD5 IQCF3 HYAL3 IQCF5 UBE2E2 IFRD2"
502,20,0.5007,95.14,1176,0.07254,1.00000,"OR10H5 OR7C1 UNC13A CYP4F2 OR7A5 EPS15L1 PLVAP MAP1S CLEC17A DAND5 C19orf44 OCEL1 CYP4F3 ANKLE1 OR7C2 CYP4F11 CYP4F12 CYP4F22 EMR3 CD97"
503,5,0.6596,6.596,73.83,0.07294,0.996692,"UBE2J2 MCL1 MARCH5 RER1 VDAC2"
504,8,0.5055,14.15,408.5,0.03227,0.999679,"JKAMP MGAT2 TXNDC16 PTGES3 CIPC TMEM203 FBXO33 TMEM60"
505,37,0.5008,333.5,2397,0.1189,1.00000,"FAHD2A VWA3B ACOXL C2orf49 FAM178B IL37 RFX8 FBLN7 IL1RL1 LMAN2L SEMA4C TBC1D8 AFF3 ANKRD23 MITD1 PSD4 KCNIP3 GPR45 IL1RL2 KIAA1211L CNGA3 TMEM177 ANKRD39 ASTL C2orf15 CNNM4 IL1F10 IL1RN ITPRIPL1 MARCO MGAT4A NMS TSGA10 LYG1 IL36G RNF149 TRIM43"
506,28,0.5001,189.1,2065,0.08183,1.00000,"A4GALT ARHGAP8 C22orf46 CYB5R3 DESI1 FBLN1 KIAA0930 LMF2 MAPK11 MKL1 MOV10L1 PHF21B PIM3 PKDREJ SEPT3 SMDT1 SULT4A1 TRMU TTLL12 WBP2NL PARVB ADM2 MEI1 CERK LDOC1L CRELD2 PNPLA3 GTSE1"
507,13,0.5064,39.50,230.9,0.1333,0.999987,"PPP6C PPP2R4 PPP4C PPP2R2A TIPRL PPME1 CYB5R4 SMEK2 LCMT1 PPP6R3 PPP2R1A SMEK1 PPP4R2"
508,11,0.5011,27.56,603.5,0.04220,0.999969,"WDR63 FPGT TYW3 CRYZ TNNI3K MCOLN2 USP33 SAMD13 GBP5 ZYG11B ST6GALNAC3"
509,16,0.8089,97.07,395.5,0.1851,0.999989,"PCNT TUBE1 RTTN CENPJ SASS6 CEP152 CEP120 KIAA1731 C14orf80 C16orf59 STIL CEP135 CCP110 PLK4 CEP44 TUBD1"
510,4,0.5337,3.202,98.25,0.02925,0.992931,"OR2B3 RIOK2 PRKACB ASS1"
511,4,0.5174,3.105,191.7,0.01531,0.992931,"ZNF131 CIB1 SLC7A7 SERTAD1"
512,29,0.4625,187.8,589.9,0.2247,0.996750,"SEH1L SNAPIN FNIP1 VPS16 FLCN RAB7A MIOS VPS29 VPS35 ARL8B SPG21 MTOR MAPKAP1 MLST8 RICTOR LAMTOR1 LAMTOR4 RRAGA TBC1D5 LAMTOR2 VPS26A VPS39 VPS41 VPS18 VPS33A RRAGC WDR24 WDR59 LAMTOR3"
513,5,0.5826,5.826,89.21,0.05547,0.996692,"CLP1 TMEM258 CCDC86 TMX2 SSRP1"
514,5,0.5384,5.384,281.0,0.01817,0.996692,"TTC38 TCF23 ZNF442 FAM228A DYRK3"
515,17,0.5029,68.39,992.7,0.06245,1.00000,"RALGAPA1 ARHGAP5 COCH NKX2-1 GZMB BRMS1L CFL2 CMTM5 NPAS3 SFTA3 SLC25A21 SSTR1 CLEC14A DTD2 INSM2 SNX6 PAX9"
516,27,0.5025,176.4,1568,0.09807,1.00000,"ENAM ARL9 CDKL2 PARM1 CSN2 PRR27 NPFFR2 CXCL9 UGT2B11 TMPRSS11B STATH C4orf22 LRRC66 TMEM150C FDCSP STAP1 AFP C4orf17 SULT1B1 AMBN UGT2A1 HTN3 UGT2B4 NAAA PROL1 UGT2B7 AMTN"
517,5,0.5061,5.061,157.2,0.02938,0.996692,"HLA-C HLA-A HLA-B PI4KA TCOF1"
518,4,0.5373,3.224,114.4,0.02565,0.992931,"DESI2 AKT3 CTNND1 OR5F1"
519,5,0.5191,5.191,286.4,0.01721,0.996692,"POU4F2 GUCY1B3 SLC4A3 KDELC2 CASP1"
520,6,0.5030,7.546,275.5,0.02558,0.998474,"COX8C JAG2 NUDT14 PLD4 SLC25A47 STON2"
521,4,0.5386,3.232,196.9,0.01553,0.992931,"C9orf117 CDHR4 OR1J1 GRIA1"
522,8,0.5113,14.32,490.5,0.02749,0.999679,"SVEP1 ZNF322 APBA1 TMEM38B C9orf135 OR13C4 PCSK5 OR13C8"
523,6,0.5681,8.521,195.6,0.03942,0.998474,"C11orf70 CLMP GJC1 MAML2 TJP1 SH3RF2"
524,8,0.5019,14.05,381.0,0.03419,0.999679,"TRPV5 UBLCP1 GCC1 KDM7A AGBL3 RAB19 TTC26 WDR91"
525,5,0.5038,5.038,271.0,0.01762,0.996692,"ATP13A2 MUL1 SLC6A9 THEMIS2 ARID1A"
526,6,0.5699,8.548,128.7,0.05728,0.998474,"RAF1 MRGBP ARID4A MORF4L1 BRD8 MSL1"
527,5,0.5288,5.288,273.5,0.01831,0.996692,"MEX3C LEPROT SMIM21 ZDHHC19 NFATC1"
528,4,0.5094,3.056,120.3,0.02327,0.992931,"SLC4A4 KCNIP1 ATR MAS1"
529,4,0.5088,3.053,155.2,0.01836,0.992931,"UCN2 OR4A16 GOLGA8N OR4A15"
530,5,0.5139,5.139,165.9,0.02839,0.996692,"SPACA7 RAC1 NXPH1 IRS2 UPF3A"
531,4,0.5357,3.214,194.6,0.01562,0.992931,"RNF167 DDX5 ATAD5 ZMYND15"
532,6,0.5355,8.032,117.6,0.05837,0.998474,"RBM33 API5 CHTOP DDX39B SARNP THOC6"
533,5,0.5692,5.692,277.1,0.01944,0.996692,"SELK FARP1 KCNT1 KNDC1 HMX2"
534,7,0.5073,10.65,439.7,0.02294,0.999299,"CCDC74A ABLIM3 DPYSL3 EIF4EBP3 PAX4 CDC25C REG3G"
535,6,0.5153,7.730,299.0,0.02425,0.998474,"ZBTB43 PALM2 SNX30 TIPARP TLR4 RAB14"
536,4,0.5424,3.254,211.1,0.01463,0.992931,"PROC NXPH2 TRIM41 GNAQ"
537,10,0.5197,23.38,265.7,0.07566,0.999933,"MYO9A KCTD10 MYO9B PAWR ROCK2 ARHGEF12 GNA13 LPAR2 RIC8A RHOA"
538,44,0.5005,473.5,2872,0.1379,1.00000,"ADNP ADA LBP CPNE1 PI3 RBPJL SAMHD1 SLC13A3 PTGIS SPATA25 WFDC3 SLC12A5 PABPC1L MMP9 WFDC8 JPH2 EPPIN FAM65C R3HDML SDC4 SERINC3 WISP2 SPATA2 WFDC2 GHRH CDH22 PCIF1 PKIG SLC32A1 SLPI SPINT3 SPINT4 WFDC10B WFDC11 YWHAB ZSWIM3 BCAS4 CEBPB KCNB1 SNAI1 TP53TG5 CD40 CTSA WFDC12"
539,21,0.5024,105.5,833.1,0.1076,1.00000,"AAMDC CAPN5 CCDC81 GDPD4 KCTD14 KCTD21 LRRC32 MAP6 MYO7A P4HA3 PLEKHB1 THRSP ACER3 FZD4 OMP P2RY6 TSKU MOGAT2 GDPD5 USP35 B3GNT6"
540,4,0.5195,3.117,159.5,0.01826,0.992931,"PLXNA2 PARVG GATA3 OR4N2"
541,5,0.5015,5.015,262.7,0.01806,0.996692,"HEG1 EML1 SLC25A47 TMEM14E MBNL1"
542,7,0.5371,11.28,380.9,0.02777,0.999299,"FAM206A PTGR1 CNTN4 RNF208 ZFP37 C9orf40 FOXB2"
543,4,0.5709,3.425,217.2,0.01498,0.992931,"BSPH1 FBXO17 SPOCK2 GTDC1"
544,6,0.5192,7.788,388.1,0.01910,0.998474,"MSH4 SLC23A3 IL12RB2 ZRANB2 DNAJB4 KIRREL2"
545,4,0.5684,3.410,104.4,0.02944,0.992931,"ZNF286B CCKBR RBMXL2 RHOG"
546,6,0.5873,8.810,113.6,0.06557,0.998474,"BTG1 CNOT3 ANKRD17 CNOT4 G3BP1 CNOT2"
547,6,0.5255,7.883,352.7,0.02115,0.998474,"NTN1 CCDC42 MYH10 SPDYE4 SMYD5 TFAP2E"
548,8,0.5002,14.01,486.5,0.02712,0.999679,"TUSC5 TNK1 ARHGAP44 CD68 CTNS CDRT15 SGSM2 MYOCD"
549,4,0.5079,3.047,131.2,0.02142,0.992931,"ANXA8L1 FSHB LILRB3 SSRP1"
550,4,0.5366,3.219,134.1,0.02216,0.992931,"LBX1 TRAF3 FOXL2NB TNKS"
551,11,0.5011,27.56,512.9,0.04900,0.999969,"NPEPPS SYNRG KRTAP9-1 PCGF2 TMSB10 DUSP14 RBBP4 PROSER1 C17orf78 TBC1D3B TBC1D3F"
552,12,0.5170,34.12,324.7,0.08913,0.999986,"N4BP1 NFKBIA BCL10 BIRC2 TNFAIP3 CHUK TRAF3 NFKB2 CARD10 TNIP1 TRAF2 CYLD"
553,4,0.5837,3.502,110.0,0.02882,0.992931,"UBQLNL OR52B4 DKK3 RPRD1B"
554,25,0.5029,150.9,984.5,0.1273,1.00000,"AAMDC CAPN5 GDPD4 KCTD14 KCTD21 LRRC32 MYO7A P4HA3 PLEKHB1 THRSP XRRA1 RNF169 TPBGL ACER3 OMP P2RY6 PAAF1 RELT TSKU UCP3 P2RY2 DNAJB13 FCHSD2 B3GNT6 STARD10"
555,13,0.5037,39.29,876.1,0.04173,0.999993,"CLDND2 SIGLEC12 ACPT SPIB LAIR1 MYBPC2 NTN5 EMC10 FAM71E1 SIGLEC7 NAPSA SIGLECL1 NTF4"
556,4,0.5118,3.071,58.64,0.04405,0.992931,"RUNX1 CARM1 CBFB PAXIP1"
