Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
134,137,0.2005,1867,7841,0.1871,1.00000,"ATF5 CCDC9 CGB2 COX6B2 DHDH DNAAF3 FCGRT ISOC2 PGLYRP1 SHISA7 SYNGR4 TSKS ZNF880 ALDH16A1 FUT1 LIN7B SIGLEC11 PSG2 GRIN2D IL4I1 PPP6R1 CABP5 PRKCG TMEM160 PNMAL1 FLT3LG KCNC3 LILRA4 DHX34 FCAR CPT1C KIR2DL3 CA11 SLC8A2 LAIR2 DKKL1 PTOV1 MYH14 NPAS1 RRAS FAM83E LMTK3 ADM5 PPP5C ZNF610 FUZ LILRA2 SEPW1 TULP2 LRRC4B QPCTL ZNF541 DMPK MEIS3 GPR32 TMEM143 DBP SPIB LILRB2 C19orf73 ELSPBP1 BSPH1 CCDC61 LAIR1 MYBPC2 PPP1R12C STRN4 ZNF784 NTN5 IGFL1 CD37 PPFIA3 RCN3 PLA2G4C CYTH2 EMC10 FAM71E1 KPTN NLRP9 EML2 VN1R4 TPRX1 FGF21 LHB CGB5 GNG8 RSPH6A SIGLEC9 IGFL2 KCNJ14 FOXA3 PNMAL2 BCAT2 ZNF665 JOSD2 CARD8 PTPRH CCDC114 CALM3 SLC17A7 NANOS2 NLRP11 FKRP MYPOP SPACA4 NAPSA ASPDH SIGLECL1 VSTM1 C5AR1 FUT2 IZUMO2 LILRB5 NTF4 PRRG2 SIGLEC5 SULT2A1 SULT2B1 TEAD2 KLK3 C5AR2 TNNI3 SLC1A5 GYS1 LILRB4 SPHK2 RASIP1 BRSK1 LIPE PTGIR CRX PRR24 PRKD2 KLK11 DACT3 KIR2DL1 TMC4"
135,98,0.1973,937.6,3991,0.1830,1.00000,"PTF1A SPAG6 UCN3 DNAJC1 MCM10 CELF2 FAM171A1 MLLT10 ANKRD16 C10orf126 TMEM236 MAP3K8 ZNF438 ITIH2 NMT2 NUDT5 GJD4 PRTFDC1 PLXDC2 CAMK1D FZD8 CCDC7 PIP4K2A FAM107B IL15RA MPP7 MRC1 RSU1 SFMBT2 ASB13 FAM188A CTAGE15 ACBD5 ANKRD30A APBB1IP ARHGAP12 ARHGAP21 CREM EBLN1 GPR158 LYZL1 PRPF18 PTCHD3 ZNF37A AKR1C3 CALML3 ENKUR SLC39A12 TUBAL3 RPP38 UCMA BEND7 CCNY TRDMT1 ZNF25 OLAH NRP1 ANKRD26 AKR1E2 CDNF PHYH CUBN ITGA8 DCLRE1C ECHDC3 KIAA1462 SVIL DHTKD1 THNSL1 PROSER2 MYO3A NET1 MTRNR2L7 MKX ARL5B CALML5 MSRB2 AKR1C4 KLF6 GAD2 AKR1C1 ARMC4 CACNB2 PRKCQ SEC61A2 CASC10 SKIDA1 RBM17 UPF2 ARMC3 SUV39H2 KIF5B TAF3 ZNF248 ZNF33A BAMBI KIN BMI1"
136,9,0.3671,13.22,129.3,0.08232,0.999854,"IREB2 ACO2 IDH3A SLC25A3 SOD2 CENPO CENPP CENPQ CENPU"
137,7,0.8917,18.73,63.29,0.1950,0.846924,"SECISBP2 SEPSECS GPX4 PSTK TXNRD1 EEFSEC SEPHS2"
138,72,0.2004,512.2,3905,0.1123,1.00000,"OR2A4 ARHGAP18 WISP3 MCHR2 COL12A1 PHACTR2 NT5E SLC35F1 GABRR1 EPB41L2 ARMC2 MYO6 IFNGR1 BAI3 C6orf203 TRAPPC3L VNN1 TCF21 ENPP1 VNN2 ABRACL TAAR6 LAMA2 OLIG3 B3GAT2 SGK1 FAM26D DPPA5 ENPP3 FABP7 PRSS35 SLC22A16 SMLR1 STX11 TAAR2 TMEM200A ULBP1 PDE7B MOXD1 FAM135A RFPL4B SAMD3 TPD52L1 RSPO3 GJA10 KHDC1L KIAA1919 ZUFSP MTFR2 LGSN SOGA3 SLC17A5 COX7A2 ZC2HC1B GJB7 IL22RA2 NKAIN2 DCBLD1 MB21D1 METTL24 CNR1 ZDHHC14 KHDC1 MEI4 HTR1B FILIP1 KHDC3L HTR1E COL19A1 EYS DDX43 SLC18B1"
139,3,1.000,3.000,29.56,0.07780,0.986587,"STXBP3 STX4 SNAP23"
140,27,0.2041,71.62,529.4,0.1093,1.00000,"GSG2 DYNC1LI2 DYNC1LI1 PRPF39 ANAPC13 SGOL1 ACTR1A ANAPC15 MAD2L1BP NDE1 SPAG5 TRIM37 KIF2C FZR1 ESCO2 UBE2S SGOL2 TRNAU1AP UBE2C NCAPD3 NCAPG2 SKA3 CDCA5 DDX11 NCAPH2 KIF18B PPP1CC"
141,21,0.3101,65.12,400.3,0.1284,1.00000,"SLC25A28 RTEL1 USP37 IREB2 DSCC1 ACO2 SOD2 MMS22L WDHD1 POLE4 MMS19 CHTF18 FEN1 GLRX3 TRAIP ARMC5 POLE3 POLE2 CHTF8 FAM96B RFC3"
142,15,0.6241,65.53,311.5,0.1610,0.999993,"SNF8 TSG101 VPS36 STAMBP CLTC CHMP6 USP8 UBAP1 CHMP5 TFG VPS37A PTPN23 VPS25 PIK3C3 HGS"
143,33,0.3083,162.8,481.2,0.2293,0.990855,"MED13 ATXN7 MED24 MED1 MED7 USP22 MED23 TOE1 USPL1 DR1 MED26 MED9 CCNC MED10 ICE2 SUPT3H ELL TADA3 MED15 CCDC101 BTAF1 TADA1 KAT2A MED19 SUPT20H SUPT7L TADA2B TAF5L TAF6L MED25 MED16 DRAP1 EAF1"
144,8,0.6175,17.29,160.5,0.08924,0.999679,"PRPF39 ANAPC13 ANAPC15 FZR1 UBE2S TRNAU1AP UBE2C CCNF"
145,20,0.2072,39.36,741.9,0.04793,1.00000,"SLC36A1 TSSC4 LIPT2 OR10Z1 TMEM182 H3F3A CERS2 MAP1LC3C UNC5C SLC22A6 SPRR4 ODF3B MFGE8 OR51A2 CD244 ERVFRD-1 CHD2 SPTSSA STARD10 KDSR"
146,69,0.2002,469.7,3693,0.1092,1.00000,"KIF12 AAED1 ABCA1 AUH ECM2 EPB41L4B FAM120A FBP1 FBP2 FOXE1 GNA14 GOLGA1 HSDL2 KIAA0368 MSANTD3 MUSK NINJ1 PHF2 PTBP3 ROR2 SHC3 TNFSF8 WDR38 ZNF618 FAM206A OSTF1 C9orf43 GPR21 NIPSNAP3B OR1N1 OR2K2 PAPPA PIP5KL1 PPP3R2 SVEP1 ZNF169 AK8 DFNB31 CERCAM AMBP ZNF782 OR1L8 ALDH1A1 MAMDC2 OR1N2 TXNDC8 TMEM38B PTGR1 RNF183 ZBTB6 PALM2 BSPRY KIF27 DEC1 GALNT12 S1PR3 ACTL7A C9orf84 KLF4 HEMGN ZFP37 OR1J4 SNX30 HSD17B3 WDR31 RABEPK TLR4 AKAP2 GSN"
147,12,0.4164,27.49,187.8,0.1149,0.999986,"PDAP1 GCN1L1 SLC3A2 SLC38A2 TRPM7 SLC7A5 ASNS ATF4 PPP1R15B EIF2AK4 SLC7A1 EIF1"
148,50,0.2705,331.4,1866,0.1442,1.00000,"SEH1L CEP76 COLEC12 L3MBTL4 TXNDC2 EMILIN2 CIDEA LAMA1 ZBTB14 LPIN2 MTCL1 DLGAP1 ARHGAP28 SPIRE1 ENOSF1 METTL4 RBBP8 TWSG1 ANKRD62 CLUL1 EPB41L3 YES1 RAB12 RNMT LRRC30 RAB31 NDC80 MC2R ADCYAP1 TRIM37 PPP4R1 CETN1 TMEM200C APCDD1 PTPRM AFG3L2 CEP192 FAM210A MYL12A THOC1 MYL12B ANKRD30B RALBP1 MYOM1 ANKRD12 TGIF1 SLMO1 ZNF519 SMCHD1 PSMG2"
149,20,0.2705,51.40,365.6,0.1125,1.00000,"RAF1 NRAS RCE1 NF1 RRAS2 GAB1 BRAF SOX10 MAP2K1 EGFR MAPK1 SHOC2 KRAS GRB2 PTPN11 DUSP4 MITF PEA15 SOX9 SOS1"
150,3,0.9686,2.906,40.79,0.05848,0.985452,"SIRT1 CREBBP EP300"
151,8,0.9440,26.43,166.4,0.1266,0.999679,"METTL14 KIAA1429 ZC3H13 WTAP RBM15 YTHDF2 METTL3 CBLL1"
152,12,0.5170,34.12,324.7,0.08913,0.999986,"N4BP1 NFKBIA BCL10 BIRC2 TNFAIP3 CHUK TRAF3 NFKB2 CARD10 TNIP1 TRAF2 CYLD"
153,82,0.1841,611.4,4088,0.1257,1.00000,"C9orf153 KIF12 AAED1 AUH BARX1 BICD2 C9orf47 CDC14B CDK20 CTSL DIRAS2 ECM2 EPB41L4B ERCC6L2 FAM120A FBP1 FBP2 GADD45G GNA14 GOLM1 HSDL2 IDNK KIAA0368 MSANTD3 MUSK NFIL3 NXNL2 PHF2 PTBP3 PTPDC1 ROR2 SHC3 OSTF1 TMOD1 C9orf43 OR1N1 SVEP1 TMEFF1 ZNF169 SPATA31E1 C9orf3 CKS2 DFNB31 PRKACG AMBP ZNF782 ZNF484 ALDH1A1 FKBP15 MAMDC2 OR1N2 TXNDC8 OMD PALM2 KIF27 SLC28A3 GALNT12 S1PR3 KLF4 SEMA4D TRPM3 CTSV ALDOB NUTM2G PCSK5 SLC35D2 COL15A1 HSD17B3 GCNT1 GAS1 C9orf129 AKAP2 FAM189A2 FOXB2 OGN TLE1 NTRK2 FGD3 ZNF510 CCDC180 HIATL1 SPATA31D1"
154,118,0.3178,2194,3954,0.3436,0.0590583,"OR6S1 IRF9 C14orf28 COCH PRKD1 MYH7 CDH24 GZMH NRL TM9SF1 GZMB RNASE8 BRMS1L LTB4R2 TMEM55B SDR39U1 C14orf93 IL25 NFATC4 OR5AU1 RNASE1 RNASE7 RNF212B SALL2 RIPK3 OR4N5 ABHD4 AJUBA AKAP6 CEBPE CFL2 CHMP4A CMTM5 CPNE6 DCAF11 DHRS1 DHRS2 EFS EMC9 GMPR2 LRRC16B LTB4R NDRG2 NPAS3 OR11H4 OR11H6 OR4K14 PARP2 PCK2 PNP PPP1R3E PSMB11 RAB2B RBM23 REC8 RNASE11 RNASE13 RNASE9 SFTA3 SLC22A17 STXBP6 TEP1 TGM1 THTPA TMEM253 ZFHX2 ZNF219 CIDEB NYNRIN C14orf119 MDP1 CTSG ARHGEF40 OR4E2 OR4K17 EDDM3B FITM1 ANG DHRS4L2 KLHL33 DHRS4 CBLN3 RPGRIP1 RNASE3 AP1G2 MYH6 OR11G2 NOVA1 RNASE4 TSSK4 PSME2 ADCY4 CMA1 DTD2 HOMEZ INSM2 JPH4 MMP14 OR10G2 REM2 RNASE12 RNASE6 SLC7A8 TPPP2 EDDM3A OR4M1 RNASE10 SLC39A2 BCL2L2 OR10G3 OR4K13 KHNYN OR4K5 PAX9 BAZ1A OR11H12 OR11H1 OR4K2"
155,31,0.2003,93.16,1515,0.05577,1.00000,"AADAT CBR4 CLDN24 GLRA3 HAND2 IL15 MGAT4D NPY1R SFRP2 UCP1 HHIP SAV1 TLR2 OTUD4 KLHL2 GYPA ARHGAP10 GRK5 RNF150 VEGFC TKTL2 SLC25A31 ETFDH FAM218A ASIC5 ZNF827 CASP3 PPID MTNR1A EDNRA FAT1"
156,4,0.8004,4.802,50.22,0.07620,0.992931,"PSMB6 FBXO7 THAP1 PSMB5"
157,16,0.2438,29.26,289.3,0.08346,0.999998,"TLK2 DYNLL1 ASF1A UBN1 UBXN7 C15orf41 CABIN1 CRAMP1L HIRA PHIP UBR5 ATMIN ATXN7L3 CDAN1 DNAJC9 WDR48"
158,11,0.2179,11.99,309.1,0.03493,0.999947,"TTF2 NEURL1B KRTAP5-11 MAP3K6 TIMELESS CHST12 C15orf41 TIPIN CDAN1 DNAJC9 MDN1"
159,80,0.1868,590.3,4124,0.1211,1.00000,"SLC15A1 ZIC5 GAS6 TBC1D4 GPR180 OXGR1 KCTD12 PIBF1 CLN5 FGF14 ADPRHL1 UBAC2 PCCA SLITRK5 LECT1 TPP2 ERCC5 GPC5 GPC6 RNF113B GRTP1 TMTC4 TMCO3 PCDH9 SIAH3 FAM155A FARP1 LACC1 ZIC2 DZIP1 SPACA7 AKAP11 RCBTB1 BIVM EDNRB RAB20 EFNB2 DOCK9 LMO7DN COMMD6 POSTN NAA16 CPB2 GPR183 PROZ CARKD UCHL3 PRR20A SCEL UGGT2 F7 SLC25A30 LMO7 DCT DGKH DLEU7 ATP4B IRG1 CLYBL SLC25A15 ANKRD10 ATP11AUN COL4A1 DCUN1D2 FBXL3 IRS2 MCF2L METTL21C RAP2A TEX29 TFDP1 TMEM255B UPF3A B3GALTL KIAA0226L ITGBL1 KRTAP21-1 CHAMP1 DACH1 RASA3"
160,53,0.2010,277.0,1842,0.1245,1.00000,"ANKK1 FXYD6 OR6M1 APOA1 OR4D5 PATE2 THY1 SNX19 UBASH3B PVRL1 KCNJ1 RNF214 PATE3 TECTA PDZD3 C11orf45 ACAD8 ABCG4 ADAMTS15 APLP2 CBL CCDC153 CLDN25 DSCAML1 ESAM FAM118B IGSF9B JAM3 MFRP MPZL2 MPZL3 NLRX1 OR6X1 PANX3 SPATA19 THYN1 UPK2 TMEM136 GLB1L3 BLID C11orf88 SCN3B OAF PATE4 BSX ADAMTS8 BACE1 GRIK4 POU2F3 TRIM29 FEZ1 OR8D2 FOXR1"
161,22,0.2551,58.92,439.6,0.1086,1.00000,"UBA3 MRE11A MIS12 NDNL2 NSMCE4A ORC4 UBE2M RMI2 ORC3 SMC6 NSMCE1 RNASEH2C NAA35 RMI1 SMC5 BLM NSMCE2 TOP3A SPRTN NAE1 RNF4 MAGOH"
162,101,0.4391,2218,3307,0.3872,2.53639e-06,"COX17 NDUFB5 GTPBP10 BCS1L COX15 DARS2 C17orf89 NDUFV2 GFM2 GRSF1 COX18 SCO2 NDUFAF3 NDUFS7 RTN4IP1 TIMMDC1 ACAD9 NDUFA9 CARS2 COA6 COA7 COQ3 COQ7 ECSIT FOXRED1 FTSJ2 GTPBP8 MDH2 MTFMT MTO1 MTRF1L NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA6 NDUFA8 NDUFAF1 NDUFAF4 NDUFAF5 NDUFAF6 NDUFAF7 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS8 NDUFV1 NUBPL PDSS1 PDSS2 PET117 PYURF RNMTL1 SURF1 YBEY SLC25A51 NDUFA5 COX14 COX5B TMEM261 COA5 COX4I1 UQCR10 PET100 UQCRFS1 SCO1 COX7C METTL17 COQ2 MTIF2 ISCA1 GLRX5 CYCS UQCRC1 COX19 COX6C COX6B1 UQCRQ CYC1 COX11 ATP5I COQ4 NFU1 UQCRB COX16 UQCRC2 FASTKD5 IBA57 ISCA2 COX10"
163,8,0.5607,15.70,245.8,0.05657,0.999679,"MGAT1 MGAT5 CMAS MGAT2 MAN2A1 MAN1A2 C1GALT1 SLC39A9"
164,4,0.7555,4.533,32.56,0.1005,0.992931,"KIF18A NCAPD3 NCAPG2 NCAPH2"
165,5,0.6575,6.575,69.37,0.07651,0.996692,"IREB2 ACO2 IDH3A SLC25A3 SOD2"
166,43,0.2866,258.8,1709,0.1260,1.00000,"CALML6 DVL1 TTLL10 ARHGEF16 MIB2 TP73 AGRN MMP23B FAM213B MORN1 PANK4 PRDM16 SKI VWA1 ACAP3 ANKRD65 C1orf159 C1orf86 CCNL2 CPTP FAM132A HES4 KLHL17 PRKCZ RNF223 SCNN1D TMEM240 TMEM52 TMEM88B TNFRSF4 UBE2J2 CCDC27 TNFRSF18 GABRD ATAD3C SDF4 ISG15 TPRG1L LRRC47 SAMD11 SMIM1 AJAP1 SLC35E2B"
167,52,0.1923,255.0,2323,0.09509,1.00000,"ESPNL KIF1A HES6 MOGAT1 D2HGDH CHRNG SNED1 NEU4 C2orf57 PDE6D USP40 CHRND COPS7B ECEL1 NEU2 KCNJ13 SPP2 ILKAP TM4SF20 GPR55 GPC1 STK25 GIGYF2 ARL4C BOK RBM44 SH3BP4 ASB18 AGXT ANKMY1 KLHL30 NGEF PRLH RAMP1 AQP12B TRAF3IP1 ATG16L1 GAL3ST2 ANO7 DGKD TRPM8 FARP2 EFHD1 RAB17 HDAC4 C2orf82 NMUR1 CAPN10 OTOS ATG4B ITM2C EIF4E2"
168,36,0.2037,128.3,887.1,0.1180,1.00000,"PRPF8 MIS12 GEMIN4 COPS3 MED11 PSMB6 MYBBP1A MED31 TRAPPC1 MED24 MED1 MED7 NDE1 METTL16 VPS53 MED23 PAFAH1B1 ELAC2 NUP88 MED26 MED9 AURKB CCNC MED10 TSR1 MED17 TOP3A PELP1 ICE2 MED15 MED19 MED25 MED16 RPA1 RPAIN DHX33"
169,114,0.1915,1233,5863,0.1684,1.00000,"GLO1 MLIP MSH5 SLC44A4 TFEB FRS3 CRIP3 CUL9 ANKS1A TFAP2D NFKBIE TCTE1 LHFPL5 GSTA4 ICK SLC22A7 RSPH9 MEP1A UNC5CL APOBEC2 ABCC10 BMP5 C4A CRISP2 CUL7 DAAM2 FGD2 GNMT GPR110 KLC4 MOCS1 OARD1 PPP2R5D PSORS1C2 SPATS1 TJAP1 TMEM63B TTBK1 UBR2 ZNF318 NCR3 PAQR8 DLK2 RHAG TMEM14A CLPSL2 POLH TMEM217 TOMM6 GFRAL PTK7 KIF6 SLC29A1 DNPH1 PTCRA YIPF3 CAPN11 PNPLA1 CRISP1 TCP11 PKHD1 CPNE5 FBXO9 IL17A OPN5 TREML4 MDGA1 DST KLHL31 MUT TREM2 TBC1D22B PRICKLE4 C6orf226 GUCA1A PGC PACSIN1 HCRTR2 TREML1 PRPH2 ZNF451 GPX6 C6orf132 DEFB114 CLPS ETV7 USP49 C6orf141 NUDT3 BAG2 GSTA3 C6orf1 LRRC1 GSTA1 DEFB112 CLIC5 EFHC1 GCM1 ARMC12 LST1 IL17F RAB23 LRRC73 CNPY3 TDRD6 TSPO2 ANKRD66 NCR2 VEGFA GLYATL3 GLTSCR1L FOXP4 CYP39A1 HMGCLL1"
170,10,0.5963,26.83,194.9,0.1110,0.999933,"SEH1L SLMO2 RNMT NDC80 TRIM37 AFG3L2 CEP192 FAM210A THOC1 PSMG2"
171,14,0.2006,18.25,395.8,0.04129,0.999997,"ABCA1 CEPT1 GPR21 NIPSNAP3B OR13C9 OR13D1 OR13C2 OR13C5 FAM154B NCOR1 HDAC3 OR13C3 DDX6 TBL1XR1"
172,71,0.1802,447.9,3421,0.1117,1.00000,"ST7 CAV1 NAPEPLD AASS ATP6V0A4 CPA1 CTTNBP2 FOXP2 TAS2R16 TMEM140 WNT16 WNT2 PODXL DNAJB9 FSCN3 LAMB1 CLDN15 LAMB4 TES CRYGN STRA8 CPA2 CPED1 GCC1 HYAL4 PRSS37 PPP1R3A HBP1 TSC22D4 TSGA13 TSPAN12 PAX4 ZNF277 IMMP2L GRM8 IFT22 MOGAT3 RNF148 ATXN7L1 ARF5 METTL2B CFTR LRWD1 C7orf33 CAPZA2 CNPY4 SLC26A5 SMKR1 THAP5 MKLN1 EPHB6 FAM71F2 LRRN3 PRRT4 AGBL3 ANKRD7 PNPLA8 CTAGE4 FLNC KLHDC10 PRSS1 MET SLC26A3 ASZ1 IFRD1 IQUB MDFIC KCND2 NRCAM CNTNAP2 CAV2"
173,8,0.4133,11.57,228.5,0.04520,0.999679,"DEFB130 ZNF705A TRIM49D1 DNAJB13 TRIM64B KDM4E TRIM48 DEFB108B"
174,8,0.4844,13.56,137.1,0.08138,0.999679,"EDF1 GIGYF2 EIF4E2 CNOT1 CNOT10 CAPRIN1 GGNBP2 CNOT11"
175,14,0.3438,31.28,253.8,0.09993,0.999965,"EXOC7 TCF7L2 DENND4C RABIF EXOC5 STXBP3 RAB10 EXOC2 STX4 NXT1 SNAP23 CTNNB1 EXOC8 EXOC1"
176,10,0.3790,17.05,116.1,0.1114,0.999933,"C7orf26 BRAT1 INTS10 PPP2CA ASUN SNRPB2 VWA9 PSMG1 WDR73 PSMG2"
177,20,0.2025,38.48,724.8,0.04790,1.00000,"KRTAP3-1 KRTAP12-2 PIK3C2G NR4A3 UEVLD GRP SNX11 SLC44A1 ARF6 VTA1 CEP55 CLCN6 IST1 KIF14 CIT VPS4B OR6C70 ECT2 PDCD6IP BEND5"
178,20,0.2912,55.33,301.8,0.1393,0.999999,"PPP6C CCS PPP2R4 PPP4C BRAT1 PPP2R2A PPP2CA TIPRL PPME1 CYB5R4 SMEK2 CCDC6 LCMT1 PPP6R3 PPP2R1A SMEK1 FBXO42 PSMG1 WDR73 PPP4R2"
179,36,0.3719,234.3,732.5,0.2256,0.999988,"ALG12 DNAJC3 EFTUD1 UFSP2 DERL2 UBE2J1 DOLPP1 UBA5 MPDU1 SLC33A1 FAF2 MANF CDK5RAP3 ALG3 SEL1L ALG6 ALG9 DNAJB11 DPM3 MPI ALG8 SURF4 SEC63 UFL1 UFM1 ALG5 AUP1 DPM1 DPM2 PMM2 SYVN1 UBE2G2 ARF4 UFC1 SEC62 C1orf27"
180,15,0.2011,21.12,706.8,0.02786,0.999999,"NFIX ZC3HAV1L PAM POMC ZNF439 DTNB C2orf43 PUM2 CATSPER2 FAM179A GDA SLC35F6 PCDHB5 OR2T8 EIF4G2"
181,13,0.4883,38.09,377.3,0.08628,0.999993,"LUZP1 MYL6 MPRIP ROCK1 PAWR ROCK2 GNA13 SPECC1L MYL12B PPP1R12A DAPK3 UNC45A MYH9"
182,55,0.2020,299.9,2716,0.09594,1.00000,"LRRC28 MEF2A TM6SF1 NMB RGMA SLCO3A1 RHCG LRRK1 H2AFV VIMP RCCD1 ST8SIA2 IDH2 TARSL2 LYSMD4 MCTP2 SEMA4B KIF7 PLIN1 ISG20 ARPIN HAPLN3 PGPEP1L ZNF592 C15orf40 HDDC3 CERS3 ACAN CPEB1 TTC23 ADAMTS17 AP3S2 FAM169B HOMER2 ANPEP ZNF774 PDE8A SH3GL3 FES SV2B PEX11A C15orf32 FSD2 RLBP1 MFGE8 GDPGP1 BNC1 ASB7 IGF1R HDGFRP3 CRABP1 NTRK3 CHD2 NR2F2 PTP4A3"
183,11,0.3809,20.95,245.7,0.07257,0.999969,"SLC39A1 STAT3 IL6ST JAK1 LIFR CUL2 SOCS3 TCEB1 EGLN1 VHL TCEB2"
184,9,0.4483,16.14,163.5,0.08164,0.999457,"EIF3B BRAT1 PPP2CA PSMB1 PSMG4 PSMG3 PSMG1 WDR73 PSMG2"
185,49,0.1970,231.7,1204,0.1511,1.00000,"EIF5 SRP54 CCNK EIF2S1 ERH NEDD8 PSMA6 SNW1 SUPT16H ACIN1 EIF2B2 PABPN1 PNN NRDE2 WDR25 ACTR10 ATP6V1D EXOC5 LIN52 MED6 MIS18BP1 MNAT1 SNAPC1 TRMT5 WDHD1 WARS YY1 BRF1 C14orf166 GTF2A1 TIMM9 DICER1 DYNC1H1 VCP RBM25 POLE2 RABGGTA DDX24 OSGEP RPS29 PSMA3 LRR1 SCFD1 CINP PSMC6 CPSF2 METTL3 HNRNPC PSMC1"
186,26,0.5936,192.9,461.7,0.2730,0.666431,"PEX6 PEX19 PEX26 ACOX1 HSD17B4 PEX12 PEX13 PEX2 PEX3 SCP2 AMFR ACBD5 PEX1 PEX10 PEX14 PEX16 PEX5 SCD FAF2 SREBF1 TMEM41A ACSL3 C12orf49 MBTPS1 SCAP CYB5B"
187,21,0.3368,70.74,415.0,0.1340,1.00000,"PGS1 MFN2 TAMM41 CRLS1 HTRA2 MTX2 TIMM13 MTCH2 PTPMT1 CLPB LETM1 ROMO1 TRIAP1 YME1L1 PAM16 SAMM50 TIMM44 FXN TOMM70A DNAJC11 LONP1"
188,31,0.3563,165.7,562.2,0.2098,0.999992,"ASNA1 TM9SF3 GET4 VPS53 COG2 TRAPPC13 UNC50 RAB6A RIC1 ARFRP1 SYS1 SLC39A9 COG3 COG6 PTAR1 COG1 VPS54 TSSC1 ARL1 RGP1 COPE JTB VPS51 VPS52 COG7 COG4 COG5 WRB SLC10A7 TRAPPC2L RAB1A"
189,10,0.3812,17.15,163.1,0.08565,0.999933,"BTG1 CNOT3 ANKRD17 CNOT4 G3BP1 CNOT2 CNOT1 CNOT10 GGNBP2 CNOT11"
190,6,0.8960,13.44,136.0,0.08325,0.998474,"UBE2R2 RNF7 ARIH2 CUL5 SENP8 UBE2F"
191,7,0.6162,12.94,139.1,0.07795,0.999299,"NDC1 LMNB1 CNEP1R1 CTDNEP1 TMPO SMPD4 LMNA"
192,10,0.2154,9.692,324.7,0.02735,0.999933,"OR8K3 OR2A5 FOXD2 RASGRF1 TRIM49B TMEM45B SSTR4 TRIM49C TRIM48 PFN1"
193,16,0.2926,35.12,246.9,0.1118,0.999998,"CDK6 CCND1 E2F3 CCNE1 CDK4 CDKN2A CCND3 KIDINS220 CCND2 UBE2Q1 CKS1B PAX8 MECOM CDK2 SKP2 XPR1"
194,11,0.2064,11.35,429.2,0.02454,0.999969,"CP TNFSF15 AFAP1L1 C10orf67 OR8H2 DCAF15 TIAL1 PDS5B HNRNPA2B1 OR5T3 PDS5A"
195,45,0.3803,376.5,592.4,0.3555,0.0311538,"MTHFD1 MTR DLST ADSL AHCY GMPS TFRC PGM3 PPCDC ADSS NMNAT1 SDHC RPIA ATIC CAD CTPS1 DHFR DHFRL1 DHODH DTYMK FPGS GART GFPT1 IMPDH2 IPPK NAMPT OGDH PAICS PFAS PGD PPAT RFK RPE SDHA SDHB SLC4A7 TKT TRPM7 UMPS UXS1 YRDC SLC7A5 SDHD MAT2A TYMS"
196,39,0.3528,261.4,1540,0.1391,1.00000,"CDK10 SPG7 FBXO31 TLDC1 PIEZO1 C16orf95 CDH15 CBFA2T3 MC1R DPEP1 CYBA ZNF778 GAS8 ZNF276 CA5A DBNDD1 KCNG4 SLC38A8 KIAA0513 TUBB3 KLHDC4 ANKRD11 VPS9D1 CPNE7 SPATA33 SNAI3 FAM92B CENPBD1 ZNF469 SPIRE2 DEF8 ZDHHC7 GALNS APRT ZFPM1 TCF25 PRDM7 SPATA2L CHMP1A"
197,98,0.1539,731.5,4620,0.1318,1.00000,"HRASLS CHRD DVL3 NPHP3 SERPINI1 THPO ARL14 CEP19 ERICH6 IGSF10 SI ATP11B MCCC1 SLC51A PLD1 BDH1 RTP1 CLDN11 WDR53 ADIPOQ GOLIM4 B3GNT5 SLITRK3 C3orf70 HTR3D LIPH MAGEF1 MAP3K13 SAMD7 SCHIP1 SLC7A14 RTP4 CLCN2 CRYGS LMLN ACTRT3 EIF5A2 GHSR LXN NCEH1 GMNC NLGN1 C3orf80 LEPREL1 APOD EHHADH PHC3 TCTEX1D2 SLC2A2 OSTN MFI2 BCL6 KLHL6 FNDC3B TBCCD1 ECE2 MAP6D1 LRRC31 LRRC34 MUC4 SERPINI2 KLF7 DGKG HRG USP13 BCHE CAMK2N2 GPR160 LAMP3 LRRIQ4 SELT SKIL TPRG1 XXYLT1 FAM131A LRRC15 IL12A MFSD1 VEPH1 VWA5B2 FAM43A ZDHHC19 TMEM44 MUC20 TNK2 LRCH3 IQCG MB21D2 TMEM207 NRROS MLF1 DLG1 PPM1L CLDN16 ATP13A4 KIAA0226 RTP2 PDCD6"
198,8,0.5840,16.35,152.2,0.08858,0.999679,"PLAA USP14 USP15 DDI2 NGLY1 NFE2L1 RAD23B UBC"
199,49,0.1964,231.0,1774,0.1098,1.00000,"ATP6V0A4 CPA1 OR9A4 OR6B1 CRYGN PDIA4 SLC37A3 STRA8 TRPV5 ZNF467 ZNF775 ABCF2 ARHGEF5 ASB10 CHPF2 OR2A5 PRSS37 SMARCD3 TMEM176B ZNF398 ZNF783 ZNF862 ZNF425 PRKAG2 FAM131B OR2A2 ZNF777 FAM115C EPHB6 KDM7A AGBL3 ZNF212 REPIN1 GIMAP5 OR9A2 HTR5A WEE2 ARHGEF35 BRAF CTAGE4 DENND2A LRGUK PRSS1 RAB19 TAS2R3 TAS2R39 AKR1D1 TAS2R60 TAS2R40"
